date,open,high,low,close,volume,change,changePercent
2013-05-01,28.38,28.42,28.03,28.03,28.03,28.03,28.03
2013-05-02,29.0,30.34,28.55,29.05,29.05,29.05,29.05
2013-05-03,29.04,29.74,29.04,29.67,29.67,29.67,29.67
2013-05-06,29.31,29.51,28.17,28.17,28.17,28.17,28.17
2013-05-07,28.3,28.81,27.53,27.603,27.603,27.603,27.603
2013-05-08,27.38,27.8,26.7,27.79,27.79,27.79,27.79
2013-05-09,27.26,28.1,27.21,27.21,27.21,27.21,27.21
2013-05-10,28.05,28.7,26.77,26.77,26.77,26.77,26.77
2013-05-13,27.6,27.75,27.6,27.75,27.75,27.75,27.75
2013-05-14,27.36,28.36,27.12,28.36,28.36,28.36,28.36
2013-05-15,28.26,28.26,26.7,26.7,26.7,26.7,26.7
2013-05-16,26.5,27.27,26.3,27.27,27.27,27.27,27.27
2013-05-17,27.26,27.46,27.26,27.46,27.46,27.46,27.46
2013-05-20,26.81,27.37,26.556,26.556,26.556,26.556,26.556
2013-05-21,25.99,26.45,25.82,25.82,25.82,25.82,25.82
2013-05-22,26.73,26.84,26.03,26.214,26.214,26.214,26.214
2013-05-23,24.78,25.86,24.78,25.86,25.86,25.86,25.86
2013-05-24,25.74,25.74,25.0641,25.0641,25.0641,25.0641,25.0641
2013-05-28,24.73,24.95,24.3,24.3,24.3,24.3,24.3
2013-05-29,24.6,24.6,24.0,24.0,24.0,24.0,24.0
2013-05-30,25.09,25.09,24.59,24.59,24.59,24.59,24.59
2013-05-31,24.79,25.65,24.79,25.255,25.255,25.255,25.255
2013-06-03,25.45,25.45,24.58,24.634,24.634,24.634,24.634
2013-06-04,24.8,24.8,24.26,24.62,24.62,24.62,24.62
2013-06-05,23.42,24.792,22.96,23.855,23.855,23.855,23.855
2013-06-06,23.05,23.69,23.05,23.49,23.49,23.49,23.49
2013-06-07,23.66,24.347,23.37,24.347,24.347,24.347,24.347
2013-06-10,24.19,25.7,24.08,25.25,25.25,25.25,25.25
2013-06-11,24.05,25.11,24.0,25.11,25.11,25.11,25.11
2013-06-12,24.2,24.31,24.2,24.28,24.28,24.28,24.28
2013-06-13,23.89,24.29,23.302,24.13,24.13,24.13,24.13
2013-06-14,24.58,24.65,23.86,23.86,23.86,23.86,23.86
2013-06-17,24.61,25.41,24.313,24.313,24.313,24.313,24.313
2013-06-18,25.1,25.9,24.51,25.36,25.36,25.36,25.36
2013-06-19,24.64,25.66,24.3,25.24,25.24,25.24,25.24
2013-06-20,24.65,25.415,24.2,24.2,24.2,24.2,24.2
2013-06-21,25.08,25.08,24.68,24.73,24.73,24.73,24.73
2013-06-24,25.07,25.07,24.36,24.832,24.832,24.832,24.832
2013-06-25,24.66,24.85,24.13,24.35,24.35,24.35,24.35
2013-06-26,24.92,24.92,24.56,24.56,24.56,24.56,24.56
2013-06-27,25.21,25.81,24.25,25.24,25.24,25.24,25.24
2013-06-28,25.79,26.07,25.37,26.07,26.07,26.07,26.07
2013-07-01,25.53,25.91,24.98,25.91,25.91,25.91,25.91
2013-07-02,25.3,25.56,25.3,25.46,25.46,25.46,25.46
2013-07-03,24.49,25.42,24.49,25.21,25.21,25.21,25.21
2013-07-04,24.6,25.74,24.6,24.86,24.86,24.86,24.86
2013-07-05,25.2,25.43,24.6,25.43,25.43,25.43,25.43
2013-07-08,24.76,25.8,24.5,25.1,25.1,25.1,25.1
2013-07-09,25.71,26.47,25.14,26.1,26.1,26.1,26.1
2013-07-10,26.2,26.9,26.2,26.9,26.9,26.9,26.9
2013-07-11,26.82,27.0,25.66,26.68,26.68,26.68,26.68
2013-07-12,26.71,26.71,25.66,26.17,26.17,26.17,26.17
2013-07-15,25.98,27.07,25.98,27.07,27.07,27.07,27.07
2013-07-16,27.38,27.38,26.35,27.36,27.36,27.36,27.36
2013-07-17,26.48,27.17,26.48,27.17,27.17,27.17,27.17
2013-07-18,27.42,27.56,26.84,26.84,26.84,26.84,26.84
2013-07-19,26.54,26.582,26.5,26.582,26.582,26.582,26.582
2013-07-22,26.86,26.86,26.19,26.19,26.19,26.19,26.19
2013-07-23,26.6,26.6,26.39,26.45,26.45,26.45,26.45
2013-07-24,26.8,27.24,26.42,26.78,26.78,26.78,26.78
2013-07-25,35.13,35.13,33.7,35.01,35.01,35.01,35.01
2013-07-26,34.02,35.04,33.78,34.08,34.08,34.08,34.08
2013-07-29,34.95,37.02,34.95,37.02,37.02,37.02,37.02
2013-07-30,36.62,39.39,35.77,39.304,39.304,39.304,39.304
2013-07-31,39.22,39.22,37.2,37.2,37.2,37.2,37.2
2013-08-01,37.54,39.89,37.54,38.715,38.715,38.715,38.715
2013-08-02,39.17,39.23,37.8,38.32,38.32,38.32,38.32
2013-08-05,40.1,40.48,38.26,40.205,40.205,40.205,40.205
2013-08-06,40.8,41.2,37.96,39.76,39.76,39.76,39.76
2013-08-07,39.8,40.03,38.9,40.03,40.03,40.03,40.03
2013-08-08,40.23,40.23,39.55,39.55,39.55,39.55,39.55
2013-08-09,38.81,40.49,38.49,38.7,38.7,38.7,38.7
2013-08-12,39.1,39.6,38.77,38.77,38.77,38.77,38.77
2013-08-13,39.17,39.17,37.24,38.54,38.54,38.54,38.54
2013-08-14,36.99,38.27,36.99,38.27,38.27,38.27,38.27
2013-08-15,37.07,38.85,37.07,37.5,37.5,37.5,37.5
2013-08-16,38.55,38.55,38.1,38.38,38.38,38.38,38.38
2013-08-19,38.7,39.69,37.47,38.83,38.83,38.83,38.83
2013-08-20,40.16,40.28,38.54,39.91,39.91,39.91,39.91
2013-08-21,39.49,40.53,38.46,38.46,38.46,38.46,38.46
2013-08-22,38.45,39.96,38.45,39.96,39.96,39.96,39.96
2013-08-23,40.0,41.02,39.66,41.02,41.02,41.02,41.02
2013-08-26,41.91,42.64,41.03,42.64,42.64,42.64,42.64
2013-08-27,41.5,43.1,40.55,40.55,40.55,40.55,40.55
2013-08-28,41.08,42.83,40.866,40.866,40.866,40.866,40.866
2013-08-29,42.3,43.6,42.3,42.91,42.91,42.91,42.91
2013-08-30,44.0,44.0,42.26,42.889,42.889,42.889,42.889
2013-09-03,41.9,43.588,41.59,42.85,42.85,42.85,42.85
2013-09-04,43.0,43.75,41.47,43.75,43.75,43.75,43.75
2013-09-05,41.85,44.153,41.85,42.93,42.93,42.93,42.93
2013-09-06,45.2,45.28,43.2,44.96,44.96,44.96,44.96
2013-09-09,44.59,45.51,44.0,45.3,45.3,45.3,45.3
2013-09-10,44.8,45.2,43.96,45.2,45.2,45.2,45.2
2013-09-11,45.44,46.55,43.71,46.55,46.55,46.55,46.55
2013-09-12,46.52,47.04,45.21,45.21,45.21,45.21,45.21
2013-09-13,46.11,46.98,44.77,44.77,44.77,44.77,44.77
2013-09-16,45.46,45.62,43.34,43.34,43.34,43.34,43.34
2013-09-17,44.2,47.18,44.2,47.18,47.18,47.18,47.18
2013-09-18,46.4,47.46,44.588,47.46,47.46,47.46,47.46
2013-09-19,45.9,48.04,45.55,46.92,46.92,46.92,46.92
2013-09-20,46.69,49.27,46.69,49.27,49.27,49.27,49.27
2013-09-23,48.61,48.61,48.04,48.04,48.04,48.04,48.04
2013-09-24,48.88,51.5,48.88,50.83,50.83,50.83,50.83
2013-09-25,50.25,51.16,49.11,50.82,50.82,50.82,50.82
2013-09-26,50.0,52.5,50.0,51.81,51.81,51.81,51.81
2013-09-27,50.8,53.64,50.8,53.53,53.53,53.53,53.53
2013-09-30,51.77,52.58,51.4,52.58,52.58,52.58,52.58
2013-10-01,50.3,51.65,50.3,51.28,51.28,51.28,51.28
2013-10-02,50.4,52.3,50.4,51.93,51.93,51.93,51.93
2013-10-03,51.94,51.94,50.083,50.083,50.083,50.083,50.083
2013-10-04,49.79,51.65,49.79,51.25,51.25,51.25,51.25
2013-10-07,51.85,52.8,51.85,52.204,52.204,52.204,52.204
2013-10-08,51.43,51.43,47.3,47.95,47.95,47.95,47.95
2013-10-09,49.76,49.76,45.41,47.93,47.93,47.93,47.93
2013-10-10,49.03,50.87,49.03,49.37,49.37,49.37,49.37
2013-10-11,50.41,52.11,50.41,50.61,50.61,50.61,50.61
2013-10-14,50.1,51.96,49.67,50.43,50.43,50.43,50.43
2013-10-15,52.0,52.0,50.13,50.8,50.8,50.8,50.8
2013-10-16,51.14,53.229,50.1,53.229,53.229,53.229,53.229
2013-10-17,51.98,54.1,51.89,54.1,54.1,54.1,54.1
2013-10-18,55.5,56.19,55.0,56.19,56.19,56.19,56.19
2013-10-21,55.4,55.88,55.4,55.86,55.86,55.86,55.86
2013-10-22,55.88,56.89,52.8,53.909,53.909,53.909,53.909
2013-10-23,53.8,53.8,53.27,53.7,53.7,53.7,53.7
2013-10-24,54.27,54.758,52.9948,54.758,54.758,54.758,54.758
2013-10-25,54.95,54.95,52.02,52.02,52.02,52.02,52.02
2013-10-28,53.7,53.7,51.29,51.478,51.478,51.478,51.478
2013-10-29,52.36,52.36,49.83,51.663,51.663,51.663,51.663
2013-10-30,52.0,52.13,50.29,50.29,50.29,50.29,50.29
2013-10-31,49.02,53.0,48.2,51.58,51.58,51.58,51.58
2013-11-01,51.33,53.69,50.64,50.64,50.64,50.64,50.64
2013-11-04,49.59,52.05,48.36,48.36,48.36,48.36,48.36
2013-11-05,49.77,51.71,49.71,50.369,50.369,50.369,50.369
2013-11-06,51.39,51.39,50.42,50.42,50.42,50.42,50.42
2013-11-07,51.33,51.33,48.58,48.58,48.58,48.58,48.58
2013-11-08,48.9,49.83,48.31,49.77,49.77,49.77,49.77
2013-11-11,48.0,49.16,46.6,46.6,46.6,46.6,46.6
2013-11-12,47.0,48.56,47.0,48.214,48.214,48.214,48.214
2013-11-13,47.52,49.91,47.52,49.91,49.91,49.91,49.91
2013-11-14,49.6,50.7,49.15,49.15,49.15,49.15,49.15
2013-11-15,50.88,51.24,50.24,51.04,51.04,51.04,51.04
2013-11-18,50.54,51.27,45.95,45.95,45.95,45.95,45.95
2013-11-19,48.1,49.0,46.57,46.57,46.57,46.57,46.57
2013-11-20,48.8,49.58,48.11,48.11,48.11,48.11,48.11
2013-11-21,47.0,49.43,47.0,48.7,48.7,48.7,48.7
2013-11-22,48.31,49.47,47.13,48.45,48.45,48.45,48.45
2013-11-25,47.2,48.01,44.51,45.41,45.41,45.41,45.41
2013-11-26,44.99,47.51,44.99,46.16,46.16,46.16,46.16
2013-11-27,47.16,48.91,47.16,48.43,48.43,48.43,48.43
2013-11-29,47.87,48.44,45.79,48.44,48.44,48.44,48.44
2013-12-02,48.26,48.36,46.34,47.31,47.31,47.31,47.31
2013-12-03,48.74,49.3,47.49,48.21,48.21,48.21,48.21
2013-12-04,47.8,50.08,46.48,50.08,50.08,50.08,50.08
2013-12-05,50.15,50.6,48.95,50.53,50.53,50.53,50.53
2013-12-06,51.09,51.09,48.8,48.8,48.8,48.8,48.8
